District_Key   , District       , Year_AD, Year_BS, Province              , Elevation_Min     , Elevation_Max    , Slope_Median      , Landform, Parent_Material, Dominant_Soil, area    , longitude, latitude, Potassium_mean   , Nitrogen_mean     , OrganicMatter_mean, Phosphorous_mean , pH_mean         , Barley_Area_Ha, Maize_Area_Ha, Millet_Area_Ha, Wheat_Area_Ha, Barley_Production_Mt, Maize_Production_Mt, Millet_Production_Mt, Wheat_Production_Mt, Barley_Yield_MtHa, Maize_Yield_MtHa, Millet_Yield_MtHa, Wheat_Yield_MtHa
PALPA          , PALPA          ,2024, 2080/81, Lumbini Province      ,218.424285888672,1890.34606933594,990.207244873047, TM      , MA1            , CMe          ,1462.567,83.626,27.817,256.894220190774,0.137318277557528,3.03297254540623,91.8766897122486,6.33758812670282, 110.0         , 21862.0      , 2363.0        , 5765.0       , 124.3               , 75661.0            , 3101.0              , 16430.0            , 1.13             , 3.46            , 1.31             , 2.85
PANCHTHAR      , PANCHTHAR      ,2024, 2080/81, Koshi Province        ,331.5,4615.68359375,1605.63793945312, SV      , UF2            , CMg          ,1248.063,87.778,27.115,316.494627782254,0.124330485249073,3.10273955703911,240.324144548503,6.10174908627369, 302.0         , 18808.0      , 3208.0        , 3725.0       , 393.0               , 67709.0            , 6416.0              , 6035.0             , 1.3              , 3.6             , 2.0              , 1.62
PARBAT         , PARBAT         ,2024, 2080/81, Gandaki Province      ,526.0,3286.6259765625,1395.09533691406, TM      , MA2            , CMu          ,541.664,83.681,28.211,207.84815559118,0.169950491356389,3.40349507110183,82.9595952352668,5.73858091079885, 53.0          , 13600.0      , 7340.0        , 2220.0       , 54.0                , 33120.0            , 7850.0              , 5220.0             , 1.02             , 2.44            , 1.07             , 2.35
PARSA          , PARSA          ,2024, 2080/81, Madhesh Province      ,75.6167449951172,846.730163574219,180.81787109375, TH      , SC2            , RGd          ,1407.074,84.782,27.239,106.294523352761,0.0890366639011917,1.41976793800242,32.6341705774616,6.12336358832026, 28.0          , 3890.0       , 407.0         , 23020.0      , 37.0                , 15599.0            , 440.0               , 85865.0            , 1.3              , 4.01            , 1.0              , 3.73
PYUTHAN        , PYUTHAN        ,2024, 2080/81, Lumbini Province      ,316.0,3612.08178710938,1253.53210449219, TM      , MA2            , RGe          ,1321.108,82.867,28.115,467.06105633097,0.109934012073795,2.36062430387048,171.061623965142,6.39066998109686, 544.0         , 12140.0      , 1885.0        , 8651.0       , 587.5               , 40097.0            , 2488.0              , 25087.0            , 1.08             , 3.3             , 1.32             , 2.9
RAMECHHAP      , RAMECHHAP      ,2024, 2080/81, Bagmati Province      ,402.5,6837.0185546875,1720.99377441406, TM      , MA2            , LPi          ,1564.314,86.18,27.513,315.893055471425,0.156598731635481,3.18118514770153,83.7272694841293,5.93530521552835, 61.0          , 22169.0      , 4886.0        , 3677.0       , 82.0                , 64290.0            , 5472.0              , 8163.0             , 1.35             , 2.9             , 1.12             , 2.22
RASUWA         , RASUWA         ,2024, 2080/81, Bagmati Province      ,613.395568847656,7204.4150390625,3741.8671875, TM      , MA2            , LPi          ,1501.12,85.418,28.183,303.947637318664,0.191512472635851,3.79950059194161,57.2098591681754,5.89673986838381, 242.0         , 2530.0       , 897.0         , 760.0        , 329.0               , 6401.0             , 1014.0              , 1231.0             , 1.36             , 2.53            , 1.13             , 1.62
RAUTAHAT       , RAUTAHAT       ,2024, 2080/81, Madhesh Province      ,68.0,917.86962890625,94.2313232421875, TH      , SC2            , RGd          ,1038.392,85.305,27.001,145.125791774952,0.104901417803555,1.77976234057964,44.7550129427155,6.90008192576278, 2.0           , 4950.0       , 25.0          , 14800.0      , 3.0                 , 20700.0            , 25.0                , 58200.0            , 1.5              , 4.18            , 1.0              , 3.93
ROLPA          , ROLPA          ,2024, 2080/81, Lumbini Province      ,654.026062011719,3647.13012695312,1796.36608886719, TM      , MA2            , RGe          ,1885.559,82.63,28.344,528.747923482135,0.130187235876249,2.47086037775873,168.766012078651,6.57275978481274, 540.0         , 12700.0      , 1236.0        , 8490.0       , 637.2               , 39724.0            , 1618.0              , 21225.0            , 1.18             , 3.13            , 1.31             , 2.5
RUKUMEAST      , RUKUMEAST      ,2024, 2080/81, Lumbini Province      ,951.950073242188,7058.1689453125,3066.55224609375, TM      , MA2            , LPi          ,1682.362,82.813,28.674,491.578161899247,0.160993484393413,3.12617651203588,173.980011387344,6.40898419498412, 570.0         , 5048.0       , 350.0         , 3213.0       , 737.0               , 16641.0            , 458.0               , 9285.0             , 1.29             , 3.3             , 1.31             , 2.89
RUKUMWEST      , RUKUMWEST      ,2024, 2080/81, Karnali Province      ,677.0,5860.443359375,1998.69909667969, TM      , MA2            , LPi          ,1213.417,82.462,28.739,442.381061568601,0.168704690963043,3.26718599998588,130.428036643991,6.66100726858075, 310.0         , 8900.0       , 455.0         , 9080.0       , 510.0               , 35340.0            , 625.0               , 21713.0            , 1.65             , 3.97            , 1.37             , 2.39
RUPANDEHI      , RUPANDEHI      ,2024, 2080/81, Lumbini Province      ,86.0,1142.05590820312,112.945381164551, TH      , SC2            , RGd          ,1304.709,83.392,27.576,115.936022249062,0.095442283175747,1.78915764793836,62.5443438893856,6.82489525902767, 65.0          , 2639.0       , 28.0          , 27356.0      , 105.5               , 10985.0            , 32.0                , 108490.0           , 1.62             , 4.16            , 1.16             , 3.97
SALYAN         , SALYAN         ,2024, 2080/81, Karnali Province      ,325.5,2808.11694335938,1300.40625, TM      , MA1            , CMe          ,1880.396,82.146,28.402,355.109524139346,0.128866752380664,2.90151587040756,168.980671749596,6.50132504769655, 520.0         , 17650.0      , 1010.0        , 13125.0      , 875.0               , 74700.0            , 1210.0              , 28528.0            , 1.68             , 4.23            , 1.2              , 2.17
SANKHUWASABHA  , SANKHUWASABHA  ,2024, 2080/81, Koshi Province        ,250.0,8205.7626953125,2620.14794921875, TM      , MA2            , LPi          ,3470.433,87.281,27.582,398.825121157752,0.185700416343397,3.80773490414778,73.6742350267876,5.61906991000148, 13.5          , 12460.0      , 6669.0        , 714.0        , 17.55               , 30527.0            , 8803.0              , 1714.0             , 1.3              , 2.45            , 1.32             , 2.4
SAPTARI        , SAPTARI        ,2024, 2080/81, Madhesh Province      ,61.1346588134766,436.26171875,90.0238037109375, TH      , SC2            , RGd          ,1281.516,86.749,26.598,148.06213714943,0.0779959378314166,1.42416968473388,40.5059233241752,5.98521416981909, 79.0          , 5150.0       , 210.0         , 19412.0      , 79.0                , 18025.0            , 273.0               , 70543.0            , 1.0              , 3.5             , 1.3              , 3.63
SARLAHI        , SARLAHI        ,2024, 2080/81, Madhesh Province      ,67.5,694.423034667969,106.920471191406, TH      , SC2            , RGd          ,1263.618,85.568,26.986,169.119553936461,0.117072027288068,1.89570595754801,38.29483183666,6.68646757017644, 62.0          , 11400.0      , 709.0         , 23350.0      , 71.0                , 62700.0            , 638.0               , 78456.0            , 1.14             , 5.5             , 0.9              , 3.36
SINDHULI       , SINDHULI       ,2024, 2080/81, Bagmati Province      ,132.0,2360.17016601562,648.122650146484, SV      , UF2            , CMg          ,2484.937,85.946,27.201,281.082031977321,0.112265382163962,2.63653583112347,64.8940609696022,5.87498102623433, 13.0          , 25982.0      , 10842.0       , 5208.0       , 22.0                , 84701.0            , 11059.0             , 13645.0            , 1.69             , 3.26            , 1.02             , 2.62
SINDHUPALCHOK  , SINDHUPALCHOK  ,2024, 2080/81, Bagmati Province      ,627.5,6741.48486328125,2240.38696289062, TM      , MA2            , CMu          ,2491.359,85.742,27.915,252.901880562627,0.164142701448149,3.29840492011591,48.8590104945705,5.74743952872731, 150.0         , 26691.0      , 17371.0       , 6687.0       , 141.0               , 85146.0            , 22756.0             , 11034.0            , 0.94             , 3.19            , 1.31             , 1.65
SIRAHA         , SIRAHA         ,2024, 2080/81, Madhesh Province      ,66.1186981201172,711.960205078125,106.20783996582, LV      , UF1            , CMg          ,1139.635,86.345,26.746,147.431112525522,0.0923899370857775,1.23714850424744,40.3012087168646,6.51857353889331, 95.0          , 3411.0       , 645.0         , 14250.0      , 152.0               , 16374.0            , 6967.0              , 52896.0            , 1.06             , 4.8             , 1.49             , 3.71
SOLUKHUMBU     , SOLUKHUMBU     ,2024, 2080/81, Koshi Province        ,572.187255859375,8723.734375,4199.30297851562, TM      , MA2            , LPi          ,3354.998,86.723,27.71,464.994048785511,0.250034422181357,4.76855187048888,127.13538546226,5.29953872650607, 165.0         , 13770.0      , 2105.0        , 2665.0       , 177.21              , 33184.0            , 2819.0              , 5304.0             , 1.07             , 2.41            , 1.34             , 1.99
SUNSARI        , SUNSARI        ,2024, 2080/81, Koshi Province        ,62.5,1783.26843261719,91.5066986083984, SV      , UF2            , CMg          ,1192.082,87.173,26.65,168.060067495812,0.087669963221729,1.78891936899074,41.2430883540688,6.28370004291388, N/A           , 10641.0      , 458.0         , 12248.0      , N/A                 , 55333.0            , 564.0               , 41298.0            , N/A              , 5.2             , 1.23             , 3.37
SURKHET        , SURKHET        ,2024, 2080/81, Karnali Province      ,198.5,2713.39721679688,792.544799804688, TM      , MA1            , CMe          ,2486.202,81.588,28.641,381.785799519815,0.151245844332941,3.11244147073425,141.508321836535,6.83070319276825, 476.0         , 15225.0      , 1830.0        , 12050.0      , 870.0               , 45475.0            , 2700.0              , 34102.0            , 1.83             , 2.99            , 1.48             , 2.83
SYANGJA        , SYANGJA        ,2024, 2080/81, Gandaki Province      ,307.5,2257.06518554688,983.070220947266, TM      , MA1            , CMe          ,1037.965,83.805,28.021,211.833580021596,0.136571969525882,2.90977127066108,66.3478699415328,6.07573561968281, 6.0           , 18048.0      , 11186.0       , 4175.0       , 5.0                 , 57754.0            , 12305.0             , 7515.0             , 0.83             , 3.2             , 1.1              , 1.8
TANAHU         , TANAHU         ,2024, 2080/81, Gandaki Province      ,182.0,2115.46044921875,645.626586914062, TM      , MA1            , CMe          ,1572.372,84.253,27.955,226.831505724621,0.166124147717232,2.71716293439456,50.8254619261619,5.87343715357533, 4.0           , 22195.0      , 6050.0        , 1150.0       , 4.0                 , 73243.0            , 7017.0              , 2887.0             , 1.18             , 3.3             , 1.16             , 2.51
TAPLEJUNG      , TAPLEJUNG      ,2024, 2080/81, Koshi Province        ,495.5,8543.11328125,3778.78991699219, TM      , MA2            , LPi          ,3632.584,87.824,27.582,277.547029032904,0.107319136157988,3.67571148325673,120.788624163668,5.76367916603339, 266.0         , 11210.0      , 2966.0        , 1498.0       , 372.0               , 39918.0            , 4270.0              , 2786.0             , 1.4              , 3.56            , 1.44             , 1.86
TERHATHUM      , TERHATHUM      ,2024, 2080/81, Koshi Province        ,314.5,3009.18017578125,1394.34899902344, SV      , UF2            , CMg          ,670.592,87.552,27.154,301.62103337383,0.104251495127099,3.0688005653897,119.227259378819,6.14254417466116, 50.0          , 12907.0      , 2120.0        , 1396.0       , 58.6                , 36269.0            , 2521.0              , 2781.0             , 1.17             , 2.81            , 1.19             , 1.99
UDAYAPUR       , UDAYAPUR       ,2024, 2080/81, Koshi Province        ,75.8946075439453,2333.26196289062,425.963882446289, SV      , UF2            , CMg          ,2297.514,86.684,26.903,393.637565198524,0.127308461101252,2.64114980273531,96.2177494463199,6.10875011258569, 23.0          , 17842.0      , 2768.0        , 5130.0       , 40.25               , 43891.0            , 5453.0              , 12825.0            , 1.75             , 2.46            , 1.97             , 2.5
